PIPC,NMPIW,rmse,rsq,y_mean,n_obs,model_name,expected_c,timing,error,conf
0.9166666666666666,3.426416886872923,1.0118255584120912,0.21712657048023565,1.0171676680230388,252,LM,0.9,0.319104909896851,norm,0.9
0.9007936507936508,3.4030493008859932,1.0338771105290807,0.24489340721941,0.9864080376010842,252,LM,0.9,0.186959981918335,norm,0.9
0.9325396825396826,3.4498711097325847,0.9892608718212362,0.2230191761858986,0.9809769101918384,252,LM,0.9,0.269161939620972,norm,0.9
0.8650793650793651,3.3335160463808835,1.0922076838864934,0.1695626757916749,1.0141916482406996,252,LM,0.9,0.27623987197876,norm,0.9
0.8611111111111112,3.3124951435970194,1.1167171220170884,0.07626260241748295,0.9941018417946996,252,LM,0.9,0.310915946960449,norm,0.9
0.9325396825396826,3.4831644448634913,0.9579800031910607,0.2453871914432688,1.032562997132101,252,LM,0.9,0.269334077835083,norm,0.9
0.876984126984127,3.3301521350170318,1.0955058255731518,0.143068189637663,0.955973123546941,252,LM,0.9,0.277945995330811,norm,0.9
0.9246031746031746,3.413233577586665,1.0236831660826815,0.22567197513348214,0.9901851503021293,252,LM,0.9,0.265486001968384,norm,0.9
0.9166666666666666,3.4420479207528656,0.9971906811675209,0.2392273872481577,0.9976727016585587,252,LM,0.9,0.241570949554443,norm,0.9
0.9007936507936508,3.394018266995124,1.0413504639629079,0.14190270205274955,1.007366660853103,252,LM,0.9,0.249640941619873,norm,0.9
0.8968253968253969,3.407427415987779,1.0291848356811995,0.21879453825115167,0.9802241427134075,252,LM,0.9,0.189663171768188,norm,0.9
0.8849206349206349,3.350261951778784,1.0786800831735863,0.1540796182505639,0.989748675244871,252,LM,0.9,0.176619052886963,norm,0.9
0.9365079365079365,3.4608365771503755,0.9787084164060008,0.21518900812058533,0.9788375512960666,252,LM,0.9,0.198415994644165,norm,0.9
0.8968253968253969,3.3900360355035835,1.0445678756265242,0.2104027508213092,1.0192587803672821,252,LM,0.9,0.180417060852051,norm,0.9
0.9007936507936508,3.3947103764976436,1.0407592180248728,0.22553702488691996,1.0291437118340918,252,LM,0.9,0.181573867797852,norm,0.9
0.9206349206349206,3.41990827342143,1.0178677057483352,0.2268893061429109,0.975840952558334,252,LM,0.9,0.195672988891602,norm,0.9
0.9404761904761905,3.461412122160188,0.9790976713862473,0.17877854764673823,0.9994149545045478,252,LM,0.9,0.186602830886841,norm,0.9
0.9166666666666666,3.4523118002022968,0.9871551056457792,0.23276261369283324,0.9972447652370063,252,LM,0.9,0.196072816848755,norm,0.9
0.9166666666666666,3.4226458055971825,1.0148498682439455,0.17676598393373336,0.9905029229222804,252,LM,0.9,0.209917068481445,norm,0.9
0.9246031746031746,3.4325628410490467,1.0087048309329711,0.262709522125786,1.036722036352135,252,LM,0.9,0.203166961669922,norm,0.9
0.9087301587301587,3.447632400878512,0.9910110518551066,0.190441022221465,1.0245336265130374,252,LM,0.9,0.188102006912231,norm,0.9
0.9365079365079365,3.461082403521582,0.9784880668735534,0.2199352252620592,0.9873059238336138,252,LM,0.9,0.189841032028198,norm,0.9
0.9047619047619048,3.4002198940892465,1.0346064501156211,0.1535050444792442,1.040619952130703,252,LM,0.9,0.205312013626099,norm,0.9
0.9206349206349206,3.436677521176564,1.0027496572200683,0.24810319075638979,0.9714104740229763,252,LM,0.9,0.187493085861206,norm,0.9
0.8571428571428571,3.285454964256417,1.1314588272353672,0.16940920951119967,0.9557926226350452,252,LM,0.9,0.183948040008545,norm,0.9
0.9325396825396826,3.4691182309646824,0.9722845789659283,0.26428647093298296,0.9941811912228011,252,LM,0.9,0.197265863418579,norm,0.9
0.9007936507936508,3.3823105023333557,1.0504616124380186,0.16036165409217765,0.96987925100843,252,LM,0.9,0.182794094085693,norm,0.9
0.9166666666666666,3.407664492701396,1.0283137884355753,0.17818031733097373,0.9830219902030608,252,LM,0.9,0.181459903717041,norm,0.9
0.9126984126984127,3.4179708391722894,1.0188466495029407,0.2041146941013701,1.0182040904707108,252,LM,0.9,0.194658994674683,norm,0.9
0.9047619047619048,3.4029575157287177,1.0330324622459222,0.2206793173428432,1.0069447720802893,252,LM,0.9,0.177872896194458,norm,0.9
0.8888888888888888,3.391173574784087,1.0434470268830358,0.20714291089711678,0.9939634008905781,252,LM,0.9,0.169870853424072,norm,0.9
0.9206349206349206,3.406802355686782,1.0294540730017,0.21823356662054624,0.9844461620386997,252,LM,0.9,0.188421010971069,norm,0.9
0.9166666666666666,3.428990086622308,1.0089315118877265,0.20461195957598688,0.9968862024073145,252,LM,0.9,0.176581144332886,norm,0.9
0.9126984126984127,3.4122904704457544,1.0239880818863132,0.20301494056562752,0.9715283781797467,252,LM,0.9,0.179695129394531,norm,0.9
0.9047619047619048,3.420988255626788,1.0168054075866824,0.20119393580008235,0.9525597921513214,252,LM,0.9,0.189741134643555,norm,0.9
0.8809523809523809,3.348609276419209,1.0797434599249385,0.16082114635012648,0.9782044888912194,252,LM,0.9,0.177048921585083,norm,0.9
0.8928571428571429,3.3669870007034244,1.065187395811959,0.15308116804488534,0.9641520002312208,252,LM,0.9,0.169469118118286,norm,0.9
0.9166666666666666,3.4097278878868362,1.0263828847270047,0.2063970717288162,1.0186866431283774,252,LM,0.9,0.176406860351562,norm,0.9
0.9007936507936508,3.3953416072636764,1.0391403919458544,0.1813671036012284,0.9950111097975971,252,LM,0.9,0.177742004394531,norm,0.9
0.9087301587301587,3.4296633390827664,1.0079214860641534,0.20228131164142943,1.0172565937577835,252,LM,0.9,0.171895027160645,norm,0.9
0.9246031746031746,3.4237279502222147,1.0132741072480962,0.1770708249734854,1.0003728929351747,252,LM,0.9,0.170367002487183,norm,0.9
0.9206349206349206,3.42721076451945,1.0113430574989704,0.2310525878271165,0.9750188009484003,252,LM,0.9,0.180554866790771,norm,0.9
0.8650793650793651,3.3399061711189835,1.0868134149708972,0.1622910373407322,1.0177425425714337,252,LM,0.9,0.171792030334473,norm,0.9
0.9087301587301587,3.3927639807241063,1.0411821664545182,0.1650863538310286,0.9866213018212465,252,LM,0.9,0.170637130737305,norm,0.9
0.8809523809523809,3.389650482867473,1.0446640121919606,0.17837260713367648,1.0187002639498843,252,LM,0.9,0.192636013031006,norm,0.9
0.8888888888888888,3.3634406384835134,1.0669863640145227,0.17478922424725024,0.9698634519108171,252,LM,0.9,0.17064905166626,norm,0.9
0.9126984126984127,3.4316873038133804,1.0062955265829414,0.2051193755872036,1.0050508293380178,252,LM,0.9,0.180528879165649,norm,0.9
0.873015873015873,3.3600227841169192,1.0703852255768498,0.13655715278561575,0.9927644199417758,252,LM,0.9,0.202574968338013,norm,0.9
0.9246031746031746,3.4357414921365637,1.0022705654443558,0.16942756117770277,1.002867586696905,252,LM,0.9,0.187769174575806,norm,0.9
0.8928571428571429,3.3705889482037157,1.0607508463222302,0.18415345550218964,0.9825187519408075,252,LM,0.9,0.181238889694214,norm,0.9
0.6626984126984127,2.205490654701001,1.2064131096880317,0.10953741088488364,0.9919648888136943,252,RF,0.9,0.532346963882446,norm,0.9
