PIPC,NMPIW,rmse,rsq,y_mean,n_obs,model_name,expected_c,timing,error,conf
0.9285714285714286,3.1760951296790454,0.8800682860439291,0.2344491012283831,2.34768996160656,28,LM,0.9,0.341537952423096,norm,0.9
1,3.3774488505726756,0.6927522445091489,0.38490239281111077,2.233415433534586,28,LM,0.9,0.238080024719238,norm,0.9
0.9285714285714286,3.211939889883074,0.8524193103380082,0.2360409789377536,2.301845396368262,28,LM,0.9,0.197786092758179,norm,0.9
0.8571428571428571,2.9844682887119447,1.0253387559364329,0.2770094815358444,2.178080033737501,28,LM,0.9,0.178712129592896,norm,0.9
0.8928571428571429,3.033944583293544,0.9971822021886525,0.3026499557733269,2.184349774015678,28,LM,0.9,0.220472097396851,norm,0.9
0.8214285714285714,2.980368566441122,1.0285309132374625,0.30273742204877413,2.1773197981623116,28,LM,0.9,0.178418159484863,norm,0.9
0.8928571428571429,3.053010117922902,0.9697705695152702,0.16995887902834328,2.220355578328854,28,LM,0.9,0.179875135421753,norm,0.9
0.8214285714285714,2.788587572167585,1.1373606628333466,0.07703130759246761,2.3012365258672633,28,LM,0.9,0.171119928359985,norm,0.9
0.8928571428571429,3.190622930409748,0.8728031002947928,0.30901835948373113,2.2349124297502896,28,LM,0.9,0.154742002487183,norm,0.9
0.9285714285714286,3.1923755810842938,0.8804677029819006,0.11136685932666597,2.2192413015088004,28,LM,0.9,0.155030012130737,norm,0.9
0.9285714285714286,3.0995911001462604,0.9604685025555487,0.40235188348487855,2.280391813288471,28,LM,0.9,0.149142980575562,norm,0.9
0.9285714285714286,3.1689434450243823,0.8963526675312422,0.16143086794728825,2.3181022954274213,28,LM,0.9,0.151671886444092,norm,0.9
1,3.291155026481649,0.7813389776986568,0.13163961994403156,2.231128170290848,28,LM,0.9,0.155748128890991,norm,0.9
0.8928571428571429,3.151171338990381,0.9061394187382984,0.1532624854239457,2.1661329741930406,28,LM,0.9,0.16433310508728,norm,0.9
0.8928571428571429,3.060136952877855,0.9690102323645684,0.26482933692738414,2.2100623989444346,28,LM,0.9,0.154549121856689,norm,0.9
0.9642857142857143,3.219333827816121,0.851286045100118,0.3355301039161244,2.204088139498824,28,LM,0.9,0.152214050292969,norm,0.9
0.8571428571428571,3.0223492051344465,1.000784563866857,0.19727285561724572,2.1150425649800444,28,LM,0.9,0.157520055770874,norm,0.9
0.9642857142857143,3.252645708723795,0.8254823678767897,0.36682454640084916,2.2795467029624983,28,LM,0.9,0.15946102142334,norm,0.9
0.9285714285714286,3.144879306851879,0.9094141953291649,0.10965518859034887,2.3150214430408873,28,LM,0.9,0.154620885848999,norm,0.9
0.8571428571428571,3.0217135431780493,0.9925389388032658,0.1943349604461358,2.189704866447305,28,LM,0.9,0.15850305557251,norm,0.9
0.9285714285714286,3.2984336774659706,0.7853642208393125,0.37036691453583115,2.1717472138212566,28,LM,0.9,0.156471967697144,norm,0.9
0.8928571428571429,3.182493040857879,0.8776021064372403,0.2655588911451723,2.331395135511433,28,LM,0.9,0.156558036804199,norm,0.9
0.8571428571428571,3.010166722044716,1.0194751341383672,0.013047973193682916,2.2537978129496503,28,LM,0.9,0.41192889213562,norm,0.9
0.8928571428571429,3.0573049053406307,0.9939072005492444,0.3736463701068182,2.196405989079564,28,LM,0.9,0.153671979904175,norm,0.9
